1237;Épületek, épületrészek, tulajdoni hányadok  értékhelyesbítése;Value correction of buidlings, parts of buildings, share of property 
1238;Épületek, épületrészek, tulajdoni hányadok  terven felüli értékcsökkenése és visszaírása;Extraordinary depreciation of buidlings, parts of buildings, share of property and written back 
1239;Épületek, épületrészek, tulajdoni hányadok  terv szerinti értékcsökkenése;Ordinary depreciation of buidlings, parts of buildings, share of property
1241;Egyéb építmények bruttó értéke;Other structures (gross value)
1247;Egyéb építmények értékhelyesbítése;Value correction of other structures
1248;Egyéb építmények terven felüli értékcsökkenése és visszaírása;Extraordinary depreciation of other structures and written back 
1249;Egyéb építmények terv szerinti értékcskökkenése;Ordinary depreciation of other structures
1251;Üzemkörön kívüli ingatlanok, épületek bruttó értéke ;Properties outside of sphere of operation (gross value)
1247;Üzemkörön kívüli ingatlanok, épületek értékhelyesbítése;Value correction of properties outside of sphere of operation
1248;Üzemkörön kívüli ingatlanok, épületek terven felüli értékcsökkenése és visszaírása;Extraordinary depreciation of properties outside of sphere of operation and written back 
1249;Üzemkörön kívüli ingatlanok, épületek terv szerinti értékcsökkenése;Ordinary depreciation of properties outside of sphere of operation
1261;Ingatlanhoz kapcsolódó vagyoni értékű jogok bruttó értéke ;Rights to immovable property (gross value)
1267;Ingatlanhoz kapcsolódó vagyoni értékű jogok értékhelyesbítése;Value correction of rights to immovable property
1268;Ingatlanhoz kapcsolódó vagyoni értékű jogok terven felüli értékcsökkenése és visszaírása;Extraordinary depreciation of rights to immovable propertyand and written back 
1269;Ingatlanhoz kapcsolódó vagyoni értékű jogok terv szerinti értékcsökkenése;Ordinary depreciation of rights to immovable property
1271;Feltárási és felmérési tárgyi eszközök (IFRS 6);Exploration and evaluation tangible assets (IFRS 6)
1275;Feltárási és felmérési tárgyi eszközök (IFRS 6) értékvesztése;Loss in value of exploration and evaluation tangible assets (IFRS 6)
1278;Feltárási és felmérési tárgyi eszközök (IFRS 6) terven felüli értékcsökkenése és visszaírása;Extraordinary depreciation of Exploration and evaluation tangible asset and written back 
1279;Feltárási és felmérési tárgyi eszközök (IFRS 6) terv szerinti értékcsökkenése;Ordinary depreciation of Exploration and evaluation tangible asset
1281;Befektetési célú ingatlan (IFRS IAS40);Investment property (IFRS IAS40)
1289;Befektetési célú ingatlanok értékcsökkenése (IFRS IAS40);Ordinary depreciation of investment property (IFRS IAS40)
1291;Használatijog-eszköz (IFRS 16) ingatlanok és vagyon értékű jogok;Right-of use asset (IFRS) Land and buildings, and rights to immovables
1295;Használatijog-eszköz (IFRS 16) ingatlanok és vagyon értékű jogok értékvesztése és visszaírása;Loss in value of Right-of use asset  Land and buildings, and rights to immovables and written back 
1299;Használatijog- eszköz (IFRS 16) ingatlanok és vagyon értékű jogok értékcsökkenése;Ordinary depreciation of right-of use asset (IFRS) Land and buildings, and rights to immovables
1311;Termelő gépek, berendezések, szerszámok, gyártóeszközök bruttó értéke ;Production equipments, machinery, tools (gross value)
1317;Termelő gépek, berendezések, szerszámok, gyártóeszközök értékhelyesbítése;Value correction of production equipments, machinery, tools
1318;Termelő gépek, berendezések, szerszámok, gyártóeszközök terven felüli értékcsökkenése és visszaírása;Extraordinary depreciation of production equipments, machinery, tools and written back 
1319;Termelő gépek, berendezések, szerszámok, gyártóeszközök terv szerinti értékcsökkenése;Ordinary depreciation of production equipments, machinery, tools
1321;Termelésben közvetlenül résztvevő járművek bruttó értéke ;Vehicles (participating directly in production) (gross value)
1327;Termelésben közvetlenül résztvevő járművek értékhelyesbítése;Value correction of vehicles (participating directly in production)
1328;Termelésben közvetlenül résztvevő járművek terven felüli értékcsökkenése és visszaírása;Extraordinary depreciation of vehicles (participating directly in production) and written back 
1329;Termelésben közvetlenül résztvevő járművek terv szerinti értékcsökkenése;Ordinary depreciation of vehicles (participating directly in production)
1391;Használatijog-eszköz (IFRS 16) műszaki berendezések, gépek, járművek ;Right-of use asset (IFRS) technical equipment, machinery, vehicles
1395;Használatijog-eszköz (IFRS 16) műszaki berendezések, gépek, járművek értékvesztése és visszaírása;Loss in value of Right-of use asset (IFRS) technical equipment, machinery, vehicles and written back 
1399;Használatijog- eszköz (IFRS 16) műszaki berendezések, gépek, járművek  értékcsökkenése;Ordinary depreciation of right-of use asset (IFRS) technical equipment, machinery, vehicles
1411;Üzemi (üzleti) gépek, berendezések, felszerelések bruttó értéke;Operating (business) equipments, machinery and vehicles (gross value)
1417;Üzemi (üzleti) gépek, berendezések, felszerelések értékhelyesbítése;Value correction of operating (business) equipments, machinery and vehicles
1418;Üzemi (üzleti) gépek, berendezések, felszerelések  terven felüli értékcsökkenése és visszaírása;Extraordinary depreciation of operating (business) equipments, machinery and vehicles and written back 
1419;Üzemi (üzleti) gépek, berendezések, felszerelések terv szerinti értékcsökkenése;Ordinary depreciation of operating (business) equipments, machinery and vehicles
1421;Egyéb járművek bruttó értéke;Other vehicles (gross value)
1427;Egyéb járművek értékhelyesbítése;Value correction of other vehicles
1428;Egyéb járművek  terven felüli értékcsökkenése és visszaírása;Extraordinary depreciation of other vehicles and written back 
1429;Egyéb járművek terv szerinti értékcsökkenése;Ordinary depreciation of other vehicles
1431;Irodai, igazgatási berendezések és felszerelések  bruttó értéke;Office and administration equipments and machinery (gross value)
1437;Irodai, igazgatási berendezések és felszerelések értékhelyesbítése;Value correction of office and administration equipments and machinery
1438;Irodai, igazgatási berendezések és felszerelések  terven felüli értékcsökkenése és visszaírása;Extraordinary depreciation of office and administration equipments and machinery and written back 
1439;Irodai, igazgatási berendezések és felszerelések  terv szerinti értékcsökkenése;Ordinary depreciation of office and administration equipments and machinery
1441;Üzemkörön kívüli berendezések, felszerelések, járművek bruttó értéke;Equipments, machines and vehicles outside of sphere of operation   (gross value)
1447;Üzemkörön kívüli berendezések, felszerelések, járművek értékhelyesbítése;Value correction of vehicles (participating directly in production)
1448;Üzemkörön kívüli berendezések, felszerelések, járművek terven felüli értékcsökkenése és visszaírása;Extraordinary depreciation of vehicles (participating directly in production) and written back 
1449;Üzemkörön kívüli berendezések, felszerelések, járművek terv szerinti értékcsökkenése;Ordinary depreciation of vehicles (participating directly in production)
1491;Használatijog-eszköz (IFRS 16) egyéb berendezések, felszerelések, járművek;Loss in value of  Right-of use asset (IFRS 16) other equipments, fixtures and fittings, vehicles
1495;Használatijog-eszköz (IFRS 16) egyéb berendezések, felszerelések, járművek értékvesztése és visszaírása;Right-of use asset (IFRS 16) other equipments, fixtures and fittings, vehicles and written back
1499;Használatijog- eszköz (IFRS 16) egyéb berendezések, felszerelések,járművek értékcsökkenése ;Ordinary depreciation of right-of use asset (IFRS 16) other equipments, fixtures and fittings, vehicles
1511;Tenyészállatok bruttó értéke;Breeding livestock (gross value)
1517;Tenyészállatok értékhelyesbítése;Value correction of breeding livestock
1518;Tenyészállatok terven felüli értékcsökkenése és visszaírása;Extraordinary depreciation of  breeding livestock and written back 
1519;Tenyészállatok terv szerinti értékcsökkenése;Ordinary depreciation of  breeding livestock
1521;Igásállatok bruttó értéke;Draught livestock (gross value)
1527;Igásállatok értékhelyesbítése;Value correction of draught livestock
1528;Igásállatok terven felüli értékcsökkenése és visszaírása;Extraordinary depreciation of draught livestock and written back 
1529;Igásállatok terv szerinti értékcsökkenése;Ordinary depreciation of draught livestock
1531;Egyéb állatok bruttó értéke;Other livestock (gross value)
1537;Egyéb állatok értékhelyesbítése;Value correction of other livestock
1538;Egyéb állatok terven felüli értékcsökkenése és visszaírása;Extraordinary depreciation ofother livestock and written back 
1539;Egyéb állatok terv szerinti értékcsökkenése;Ordinary depreciation of other livestock
1591;Biológiai eszközök (IFRS IAS41);Biological assets (IFRS IAS41)
1595;Biológiai eszközök (IFRS IAS41) értékvesztése és visszaírása;Loss in value of biological assets (IFRS IAS41) and written back
1599;Biológiai eszközök (IFRS IAS41) terv szerinti értékcsökkenése;Ordinary depreciation of biological assets (IFRS IAS41)
1611;Befejezelten beruházások ;Assets in course of constructions 
1618;Beruházások terven felüli értékcsökkenése és annak visszaírása ;Extraordinary depreciation of assets in course of constructions and written back  
1621;Felújítások (befejezetlen) ;Renewal (in progress) 
1628;Felújítások terven felüli értékcsökkenése és annak visszaírása ;Extraordinary depreciation of renewals and written back  
1711;Tartós részesedés kapcsolt vállalkozásokban ;Long-term participations in affiliated undertakings 
1715;Tartós részesedés értékvesztése és visszaírása ;Loss in value of long-term participations in affiliated undertakings and written back 
1716;Tartós részesedések értékelési különbözete ;Valuation difference of  long-term participations in affiliated undertakings 
1717;Tartós részesedések értékhelyesbítése ;Value correction of long-term participations in affiliated undertakings 
1721;Tartós jelentős tulajdoni részesedés;Long-term participations in substantial ownership
1725;Tartós jelentős tulajdoni részesedés  értékvesztése és visszaírása ;Loss in value of long-term participations in substantial ownership and written back 
1726;Tartós jelentős tulajdoni részesedés értékelési különbözete ;Valuation difference of  llong-term participations in substantial ownership
1727;Tartós jelentős tulajdoni részesedés értékhelyesbítése ;Value correction of long-term participations in substantial ownership
1731;Egyéb tartós részesedések ;Other long-term participations 
1735;Egyéb tartós részesedések értékvesztése és visszaírása ;Loss in value of other long-term participations and written back 
1736;Egyéb tartós részesedések értékelési különbözete ;Valuation difference of other long-term participations 
1737;Egyéb tartós részesedések értékhelyesbítése ;Value correction of other long-term participations 
1738;FVTPL tulajdonviszonyt megtestesítő pénzügyi eszközök, részvények (IFRS 9);FVTPL financial instruments, equity securities (IFRS 9)
1739;FVOCI tulajdonviszonyt megtestesítő pénzügyi eszközök, részvények (IFRS 9);FVOCI  financial instruments, equity securities (IFRS 9)
1811;Állampapírok, kötvények ;Goverment bonds 
1821;Tartós diszkont értékpapírok;Long-term discount securities
1825;Tartós diszkont értékpapírok értékvesztése és annak visszaírása ;Loss in value of long-term discount securities
1826;Tartós diszkont értékpapírok értékelési különbözete ;Valuation difference of long-term discount securities
1831;Kapcsolt vállalkozások értékpapírjai ;Securities issued by affiliated undertakings 
1835;Kapcsolt vállalkozások értékpapírjainak értékvesztése és annak visszaírása ;Loss in value of securities issued by affiliated undertakin and written back 
1836;Kapcsolt vállalkozások értékpapírjainak értékelési különbözete ;Valuation difference of securities issued by affiliated undertakin
1841;Egyéb tartós értékpapírok ;Other long-term securities 
1845;Egyéb tartós értékpapírok értékvesztése és annak visszaírása ;Loss in value of other long-term securities  and written back 
1846;Egyéb tartós értékpapírok értékelési különbözete ;Valuation difference of other long-term securities 
1911;Tartósan adott kölcsön kapcsolt vállalkozásban  ;Long-term loans to affiliated undertakings 
1915;Tartósan adott kölcsön kapcsolt vállalkozásban értékvesztése és annak visszaírása ;Loss in value of long-term loans to affiliated undertakings  and written back
1921;Tartósan adott kölcsön jelentős tulajdoni részesedési viszonyban álló vállalkozásban ;Long-term loans to substantial ownership
1925;Tartósan adott kölcsön jelentős tulajdoni részesedési viszonyban álló vállalkozásban értékvesztése és annak visszaírása ;Loss in value of long-term loans to substantial ownership and written back
1931;Tartósan adott kölcsön egyéb részesedési viszonyban álló vállalkozásban  ;Long-term loans to other associated enterprises 
1935;Tartósan adott kölcsön egyéb részesedési viszonyban álló vállalkozásban értékvesztése és annak visszaírása ;Loss in value of long-term loans to other associated enterprises  and written back
1941;Egyéb tartósan adott kölcsönök ;Other long term loans  
1945;Egyéb tartósan adott kölcsönök értékvesztése és annak visszaírása ;Loss in value of other long term loans  and written back
1951;Tartós bankbetétek  ;Long-term bank deposits 
1955;Tartós bankbetétek értékvesztése és annak visszaírása ;Loss in value of long-term bank deposits and written back
1961;Egyéb tartós bankbetétek ;Other long term bank deposits 
1965;Egyéb tartós bankbetétek értékvesztése és annak visszaírása ;Loss in value of other long term bank deposits  and written back
1971;Pénzügyi lizing miatt tartós követelés ;Permanent debtors because of financial leasing 
1972;Lízingkövetelés (IFRS 16) tartós;Lease receivables (IFRS16) long-term
1975;Pénzügyi lizing miatt tartós követelés értékvesztése és annak visszaírása ;Loss in value of permanent debtors because of financial leasing and written back
1981;Vásárolt és kapott tartós követelés ;Purchased and received long-term receivables 
1985;Vásárolt és kapott tartós követelés értékvesztése és annak visszaírása ;Loss in value of purchased and received long-term receivables and written back
1991;Egyéb hosszú lejáratú követelések;Other long-term receivables 
1992;Értékesítésre tartott befektetett eszközök (IFRS 5);Non-current assets held for sale (IFRS 5)
1993;Halasztott adókövetelés - DTA (IFRS IAS 12);Deferred tax assets - DTA (IFRS IAS 12)
1995;Egyéb hosszú lejáratú követelések értékvesztése és annak visszaírása ;Loss in value of other long-term receivables and written back
2111;Nyersanyagok ;Raw materials 
2115;Nyersanyagok értékvesztése és visszaírása ;Loss in value of raw materials  and written back  
2116;Nyersanyagok árkülönbözete ;Price difference of raw materials 
2121;Alapanyagok;Base materials
2125;Aalapanyagok értékvesztése és visszaírása ;Loss in value of base materials  and written back  
2126;Alapanyagok árkülönbözete ;Price difference of base materials 
2211;Segédanyagok ;Auxiliaries 
2215;Segédanyagok értékvesztése és visszaírása ;Loss in value of auxiliaries and written back  
2216;Segédanyagok árkülönbözete ;Price difference of auxiliaries 
2221;Egyéb anyagok ;Other materials
2225;Egyéb anyagok értékvesztése és visszaírása ;Loss in value of other materials and written back  
2226;Egyéb anyagok árkülönbözete ;Price difference of other materials 
2311;Befejezetlen termelés ;Work in progress 
2315;Befejezetlen termékek értékvesztése és annak visszaírása ;Loss in value of  work in progress and written back  
2316;Befejezetlen termelés készletérték-különbözete ;Stock value difference of work in progress
2321;Félkész termékek ;Semi-finished products 
2325;Félkész termékek értékvesztése és annak visszaírása ;Loss in value of semi-finished  products and written back  
2326;Félkész termékek készletérték-különbözete ;Stock value difference of semi-finished products 
2411;Növendék állatok ;Animals for breeding livestock 
2415;Növendék állatok értékvesztése és visszaírása ;Loss in value of animals for breeding livestock and written back  
2416;Növendék állatok készletérték-különbözete;Stock value difference of animals for breeding livestock
2421;Hízó állatok ;Fattening livestock 
2425;Hízó állatok értékvesztése és visszaírása  ;Loss in value of fattening livestock  and written back  
2426;Hízó állatok készletérték-különbözete;Stock value difference of fattening livestock 
2431;Egyéb állatok ;Other livestock 
2435;Egyéb állatok értékvesztése és visszaírása ;Loss in value of other livestock and written back  
2436;Egyéb állatok készletérték-különbözete;Stock value difference of other livestock
2511;Késztermékek ;Finished products 
2515;Késztermékek értékvesztése és visszaírása ;Loss in value of  finished products and written back  
2516;Késztermékek készletérték-különbözete ;Stock value difference of finished products 
2610;Áruk;Goods
2611;Áruk beszerzési áron ;Goods at original price  
2612;Áruk elszámoló áron ;Goods at transfer price 
2613;Áruk árkülönbönbözete ;Price difference of goods 
2614;Áruk eladási (fogyasztói) áron ;Goods at disposal price 
2615;Áruk értékvesztése és visszaírása ;Loss in value of goods and written back
2616;Áruk árrése ;Margin on goods 
2621;Idegen helyen tárolt, bizományba adott áru ;Goods stored in foreign place 
2625;Idegen helyen tárolt, bizományba adott áruk értékvesztése és visszaírása ;Loss in value of goods stored in foreign place 
2631;Befektetett eszközök közül átsorolt áruk ;Goods for sale from fixed assets 
2635;Befektetett eszközök közül átsorolt áruk értékvesztése és visszaírása ;Loss in value of goods for sale from fixed assets  
2641;Értékesítésig átmenetileg használatba vett áruk ;Goods temporarily in use until they are sold 
2645;Értékesítésig átmenetileg használatba vett áruk értékvesztése és visszaírása ;Loss in value of goods temporarily in use until they are sold 
2651;Úton lévő áruk;Moving goods
2655;Úton lévő áruk értékvesztése és visszaírása ;Loss in value of moving goods
2680;Belső egységek átadás-átvétel ütközőszámla;Transfer and setting up technical account of internal units
2711;Közvetített szolgáltatás ;Meditated services 
2715;Közvetített szolgáltatás értékvesztése és visszaírása ;Loss in value of mediated services and written back  
2811;Betétdíjas göngyöleg ;Returnable packaging 
2815;Betétdíjas göngyölegek értékvesztése és visszaírása ;Loss in value of  returnable packaging and written back  
2816;Betétdíjas göngyölegek árkülönbözete ;Price difference of returnable packaging 
3001;Szerződéses eszköz (IFRS 15);Contractual rights (IFRS 15)
3110;Vevőkövetelések ;Trade accounts receivables 
3111;Vevőkövetelések kapcsolt vállalkozással szemben (belföldi);Trade accounts receivables (domestic) owed to affiliated undertakings
3112;Vevőkövetelések egyéb (belföldi);Trade accounts receivables (domestic) other
3113;Vevőkövetelések kapcsolt vállakozással szemben (külföldi);Trade accounts receivables (foreign) owed to affiliated undertakings
3114;Vevőkövetelések egyéb  (külföldi);Trade accounts receivables (foreign) other
3115;Vevőkövetelések értékvesztése és visszaírása ;Loss in value of trade accounts receivables
3116;Vevőkövetelés értékelési különbözete ;Valuation difference of trade accounts receivables and written back  
3117;Nem számlázott vevők;Non-invoiced trade accounts receivables 
3211;Kapcsolt vállalkozással szembeni követelések;Accounts receivable from affiliated undertakings 
3215;Kapcsolt vállalkozással szembeni követelések értékvesztése és visszírása ;Loss in value of  accounts receivable from affiliated undertakings and written back  
3311;Követelések jelentős részesedési viszonyban lévő vállalkozással szemben;Receivables from substantial ownership
3315;Jelentős részesedési viszonyban lévő vállalkozással  szembeni követelések értékvesztése és visszírása ;Loss in value of receivables from substantial ownership and written back  
3321;Egyéb részesedési viszonyban lévő vállalkozással szembeni követelések ;Receivables from other associated enterprises 
3325;Egyéb részesedési viszonyban lévő vállalkozással szembeni követelések értékvesztése és visszírása ;Loss in value of receivables from other associated enterprises and written back  
3411;Váltókövetelések;Bills receivable 
3415;Váltókövetelések értékvesztése és visszaírása ;Loss in value of bills receivable and written back  
3416;Váltókövetelések értékelési különbözete ;Valuation difference of bills receivable 
3511;Immateriális javakra adott előlegek ;Advance payments on intangible assets 
3515;Immateriális javakra adott előlegek értékvesztése és visszaírása ;Loss in value of advance payments on intangible assets 
3521;Beruházásra adott előlegek ;Advance payments on tangible assets in course of construction 
3525;Beruházásra adott előlegek értékvesztése és visszaírása ;Loss in value of advance payments on tangible assets in course of construction
3531;Készletre adott előlegek ;Advance payments on inventories 
3535;Készletre adott előlegek értékvesztése és visszaírása ;Loss in value of advance payments on inventories 
3541;Szolgáltatásra adott előlegek ;Advance payments on services 
3545;Szolgáltatásra adott előlegek értékvesztése és visszaírása ;Loss in value of advance payments on services and written back  
3551;Egyéb előlegek;Other advance payments
3555;Egyéb előlegek értékvesztése és visszaírása ;Loss in value of other advance payments
3560;Jegyzet, de be nem fizetett tőke ;Unpaid subscribed capital
3611;Munkavállalóknak folyósított előlegek;Advance payments to employees
3612;Munkavállalóknak előírt tartozások, kártérítések;Debts prescribed to employees, compensations
3613;Munkavállalói letiltások;Payment bans to employees
3614;Egyéb elszámolások a munkavállalókkal;Other accounts payable to employees
3615;Kilépett munkavállalók tartozása;Exiting employee's debt
3620;Költségvetési kiutalási igény;Budgetary allocation demands
3630;Költségvetési kiutalási igények teljesítése;Fulfillment of budgetary allocation demands
3641;Rövid lejáratú kölcsönök kapcsolt vállalkozással szemben;Short-term loans (affiliated undertakings) 
3642;Rövid lejáratú kölcsönök egyéb;Short-term loans (other)
3643;Tartósan adott kölcsönökből átsorolt követelés;Receivables reclassified from long-term loans
3645;Rövid lejáratú kölcsönadott pénzeszközök értékvesztése;Loss in value of short-term loans
3651;Vásárolt és kapott követelések ;Purchased and received receivables 
3655;Vásárolt és kapott követelések értékvesztése és visszaírása ;Loss in value of purchased and received receivables and written back  
3661;Részesedésekkel, értékpapírokkal, határidős, opciós és swap ügyletekkel kapcsolatos követések;Receivables related to shares, securities, futures, options and swaps 
3665;Részesedésekkel, értékpapírokkal, határidős, opciós és swap ügyletekkel kapcsolatos követések értékvesztése és visszaírása ;Loss in value of shares, securities, futures, options and swaps and written back  
3676;Származékos ügyletek pozitív értékelési különbözete;Positive valuation difference of derivatives 
3681;Adókövetelések;Tax receivables 
3682;Különféle egyéb követelések;Other various receivables 
3685;Különféle egyéb követelések értékvesztése és visszaírása ;Loss in value of other various receivables and written back  
3691;Lízingkövetelés (IFRS 16) rövid lejáratú;Lease receivables (IFRS16) short-term
3692;FVTPL hitelviszonyt megtestesítő pénzügyi eszközök (IFRS 9);FVTPL debt financial instruments (IFRS 9)
3693;FVOCI hitelviszonyt megtestesítő pénzügyi eszközök (IFRS 9);FVTPL debt financial instruments (IFRS 9)
3711;Részesedések kapcsolt vállalkozásokban ;Shares in affiliated undertakings 
3715;Részesedések kapcsolt vállalkozásokban értékvesztése és visszaírása ;Loss in value of shares in affiliated undertakings and written back  
3721;Jelentős tulajdoni részesedés;Shares in substantial ownership
3725;Jelentős tulajdoni részesedé sértékvesztése és visszaírása ;Loss in value of  shares in substantial ownership and written back  
3731;Egyéb részesedések ;Other shares 
3735;Egyéb részesedések értékvesztése és visszaírása ;Loss in value of other shares and written back  
3741;Visszavásárolt saját részvények, saját üzletrészek;Repurchased own shares, own business quotas
3742;Visszaváltható részvények;Redeemable shares
3745;Saját részvények, saját üzletrészek, visszaváltható részvények értékvesztése és visszaírása ;Loss in value of own shares and own business quotas, redeemable shares and written back  
3751;Eladásra vásárolt hitelviszonyt megtestesítő értékpapírok ;Debt securities purchased for sale
3752;Eladásra vásárolt diszkont értékpapírok;Discount securities purchased for sale
3755;Forgatási célú hitelviszonyt megtestesítő értékpapírok ;Loss in value of  securities purchased for re-sale  and written back  
3756;Értékpapírok értékelési különbözete ;Valuation difference of securities 
3810;Pénztár ;Cash 
3820;Valutapénztár ;Foreign currency cash
3830;Csekkek ;Checks 
3840;Elszámolási betétszámla ;Bank deposits 
3850;Elkülönített betétszámlák ;Isolated deposit accounts 
3860;Devizabetét-számla ;Foreign currency deposit account 
3870;Likvid értékpapírok (IFRS);Liquid securities
3880;Pénzeszközök és egyenértékesek (IFRS);Cash and cash equivalents 
3890;Átvezetési számla ;Transfer account 
3910;Bevételek aktív időbeli elhatárolása ;Accrued income 
3920;Költségek, ráforditások aktív időbeli elhatárolása ;Prepaid expenses 
3930;Halasztott ráfordítások ;Deferred expenses 
3990;Követelés jellegű aktív időbeli elhatárolások értékvesztése és visszaírása ;Loss in value of  prepayments and accrued income and written back  
4110;Jegyzett tőke ;Subscribed capital 
4121;Tőketartalék ;Capital reserves 
4122;Tőkeinstrumentumban rendezett részvényalapú kifizetés tartaléka (IFRS 2);Reserves of equity-settled share-based payment transactions (IFRS 2)
4123;Átváltható kötvény tartaléka (IFRS);Reserves of convertible bond (IFRS)
4131;Eredménytartalék;Reserves
4132;Eredménytartalék tárgyévi változás;Reserves current year change
4133;Eredménytartalék előző évekből;Reserves from previous years
4141;Lekötött tartalék ;Tied-up reserve
4142;Lekötött tartalék fejlesztési tartalékra;Tied-up reserve to development reserve
4171;Értékhelyesbítés értékelési tartaléka;Value correction's revaluation reserve 
4172;Valós értékelés értékelési tartaléka;Fair value's revaluation reserve 
4173;FVOCI Pénzügyi instrumentumok átértékelési tartaléka (IFRS);Revaluation reserves of financial instruments (IFRS)
4174;Tárgyi eszközök/immateriális javak átértékelési tartaléka (IFRS);Revaluation reserves of assets (IFRS)
4175;Munkavállalói juttatások aktuáriusi értékelésével kapcsolatos tartalékok (IFRS);Revaluation reserves of actuary valuations of employee benefits (IFRS)
4179;Egyéb átértékelési tartalékok (IFRS);Other revaluation reserves (IFRS)
4190;Adózótt eredmény ;Profit or loss for the year 
4211;Céltartalék várható kötelezettségekre ;Provision for expected liabilities 
4212;Céltartalék a jövőbeni költségekre ;Provision for future expenses 
4213;Egyéb céltartalék ;Other provisions 
4311;Hátrasorolt kötelezettségek kapcsolt vállalkozással szemben ;Subordinated liabilities owed to affiliated undertakings 
4312;Hátrasorolt kötelezettség jelentős tulajdoni részesedési viszonyban lévő vállalkozással szemben ;Subordinated liabilities owed to substantial ownership
4313;Hátrasorolt kötelezettség egyéb részesedési viszonyban lévő vállalkozással szemben ;Subordinated liabilities owed  to other participations
4314;Hátrasorolt kötelezettség egyéb;Other subordinated liabilities 
4411;Hosszú lejáratra kapott kölcsön kapcsolt vállalkozástól;Long-term loans (affiliated undertakings) 
4412;Hosszú lejáratra kapott kölcsön egyéb;Long-term loans (other) 
4413;Átváltoztatható kötvények ;Convertible bonds 
4414;Tartozások kötvénykibocsátásból ;Debts on the issue of bonds 
4440;Beruházási és fejlesztési hitel  ;Investment and development loans 
4450;Egyéb hosszú lejáratú hitelek ;Other loans and credits 
4461;Tartós kötelezettségek kapcsolt vállalkozással szemben ;Long-term liabilities owed to affiliated undertakings 
4462;Tartós kötelezettségek jelentős tulajdoni, egyéb részesedési viszonyban lévő vállalkozásokkal szemben;Long-term liabilities owed to other participations
4471;Pénzügyi lízing miatti kötelezettségek ;Liabilities from a finance lease 
4472;Lízingkötelezettségek (IFRS 16) hosszú lejáratú;Leasing liabilities (IFRS16) long-term
